Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1997-11-11,0.74, 1997,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1997-11-21,0.765, 1997,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1997-12-01,0.82, 1997,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1997-12-11,0.868, 1997,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1997-12-21,0.926, 1997,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-01-01,0.83, 1998,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-01-11,0.846, 1998,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-01-21,0.853, 1998,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-02-01,0.829, 1998,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-02-11,0.838, 1998,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-02-21,0.805, 1998,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-03-01,0.864, 1998,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-03-11,0.939, 1998,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-03-21,0.975, 1998,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-04-01,0.921, 1998,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-04-11,0.872, 1998,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-04-21,0.828, 1998,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-05-01,0.781, 1998,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-05-11,0.745, 1998,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-05-21,0.843, 1998,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-06-01,0.875, 1998,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-06-11,0.811, 1998,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-06-21,0.779, 1998,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-07-01,0.691, 1998,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-07-11,0.625, 1998,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-07-21,0.635, 1998,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-08-01,0.649, 1998,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-08-11,0.658, 1998,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-08-21,0.715, 1998,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-09-01,0.748, 1998,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-09-11,0.838, 1998,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-09-21,0.931, 1998,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-10-01,0.976, 1998,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-10-11,0.957, 1998,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-10-21,0.943, 1998,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-11-01,0.932, 1998,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-11-11,0.889, 1998,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-11-21,0.932, 1998,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-12-01,0.821, 1998,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-12-11,0.733, 1998,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1998-12-21,0.465, 1998,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-01-01,0.383, 1999,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-01-11,0.356, 1999,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-01-21,0.352, 1999,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-02-01,0.469, 1999,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-02-11,0.499, 1999,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-02-21,0.526, 1999,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-03-01,0.58, 1999,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-03-11,0.637, 1999,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-03-21,0.617, 1999,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-04-01,0.693, 1999,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-04-11,0.743, 1999,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-04-21,0.815, 1999,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-05-01,0.837, 1999,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-05-11,0.854, 1999,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-05-21,0.794, 1999,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-06-01,0.734, 1999,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-06-11,0.633, 1999,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-06-21,0.59, 1999,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-07-01,0.608, 1999,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-07-11,0.656, 1999,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-07-21,0.628, 1999,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-08-01,0.584, 1999,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-08-11,0.549, 1999,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-08-21,0.564, 1999,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-09-01,0.572, 1999,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-09-11,0.621, 1999,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-09-21,0.633, 1999,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-10-01,0.519, 1999,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-10-11,0.487, 1999,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-10-21,0.48, 1999,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-11-01,0.601, 1999,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-11-11,0.522, 1999,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-11-21,0.548, 1999,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-12-01,0.601, 1999,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-12-11,0.417, 1999,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,1999-12-21,0.194, 1999,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-01-01,0.19, 2000,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-01-11,0.165, 2000,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-01-21,0.203, 2000,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-02-01,0.293, 2000,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-02-11,0.222, 2000,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-02-21,0.182, 2000,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-03-01,0.229, 2000,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-03-11,0.215, 2000,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-03-21,0.216, 2000,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-04-01,0.216, 2000,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-04-11,0.162, 2000,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-04-21,0.119, 2000,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-05-01,0.152, 2000,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-05-11,0.051, 2000,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-05-21,0.204, 2000,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-06-01,0.257, 2000,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-06-11,0.316, 2000,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-06-21,0.319, 2000,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-07-01,0.224, 2000,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-07-11,0.157, 2000,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-07-21,0.127, 2000,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-08-01,0.123, 2000,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-08-11,0.019, 2000,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-08-21,0.068, 2000,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-09-01,0.014, 2000,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-09-11,0.0020, 2000,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-09-21,0.0030, 2000,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-10-01,0.0020, 2000,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-10-11,0.0050, 2000,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-10-21,0.0070, 2000,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-11-01,0.019, 2000,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-11-11,0.01, 2000,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-11-21,0.0060, 2000,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-12-01,0.0080, 2000,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-12-11,0.056, 2000,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2000-12-21,0.22, 2000,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-01-01,0.654, 2001,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-01-11,0.729, 2001,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-01-21,0.761, 2001,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-02-01,0.614, 2001,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-02-11,0.426, 2001,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-02-21,0.307, 2001,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-03-01,0.315, 2001,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-03-11,0.453, 2001,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-03-21,0.622, 2001,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-04-01,0.797, 2001,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-04-11,0.714, 2001,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-04-21,0.645, 2001,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-05-01,0.603, 2001,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-05-11,0.557, 2001,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-05-21,0.734, 2001,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-06-01,0.719, 2001,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-06-11,0.641, 2001,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-06-21,0.548, 2001,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-07-01,0.488, 2001,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-07-11,0.451, 2001,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-07-21,0.476, 2001,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-08-01,0.456, 2001,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-08-11,0.442, 2001,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-08-21,0.488, 2001,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-09-01,0.457, 2001,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-09-11,0.512, 2001,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-09-21,0.56, 2001,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-10-01,0.658, 2001,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-10-11,0.705, 2001,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-10-21,0.787, 2001,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-11-01,0.85, 2001,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-11-11,0.685, 2001,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-11-21,0.445, 2001,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-12-01,0.307, 2001,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-12-11,0.159, 2001,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2001-12-21,0.05, 2001,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-01-01,0.081, 2002,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-01-11,0.21, 2002,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-01-21,0.318, 2002,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-02-01,0.522, 2002,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-02-11,0.448, 2002,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-02-21,0.497, 2002,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-03-01,0.641, 2002,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-03-11,0.537, 2002,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-03-21,0.495, 2002,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-04-01,0.579, 2002,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-04-11,0.763, 2002,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-04-21,0.854, 2002,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-05-01,0.683, 2002,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-05-11,0.549, 2002,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-05-21,0.535, 2002,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-06-01,0.521, 2002,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-06-11,0.55, 2002,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-06-21,0.685, 2002,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-07-01,0.891, 2002,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-07-11,0.955, 2002,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-07-21,0.968, 2002,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-08-01,0.938, 2002,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-08-11,0.903, 2002,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-08-21,0.882, 2002,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-09-01,0.839, 2002,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-09-11,0.825, 2002,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-09-21,0.789, 2002,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-10-01,0.75, 2002,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-10-11,0.813, 2002,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-10-21,0.796, 2002,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-11-01,0.8, 2002,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-11-11,0.701, 2002,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-11-21,0.626, 2002,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-12-01,0.584, 2002,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-12-11,0.59, 2002,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2002-12-21,0.562, 2002,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-01-01,0.683, 2003,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-01-11,0.59, 2003,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-01-21,0.473, 2003,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-02-01,0.472, 2003,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-02-11,0.466, 2003,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-02-21,0.521, 2003,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-03-01,0.586, 2003,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-03-11,0.584, 2003,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-03-21,0.624, 2003,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-04-01,0.752, 2003,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-04-11,0.776, 2003,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-04-21,0.713, 2003,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-05-01,0.65, 2003,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-05-11,0.61, 2003,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-05-21,0.771, 2003,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-06-01,0.799, 2003,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-06-11,0.812, 2003,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-06-21,0.837, 2003,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-07-01,0.78, 2003,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-07-11,0.729, 2003,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-07-21,0.714, 2003,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-08-01,0.708, 2003,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-08-11,0.768, 2003,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-08-21,0.791, 2003,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-09-01,0.797, 2003,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-09-11,0.791, 2003,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-09-21,0.757, 2003,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-10-01,0.733, 2003,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-10-11,0.759, 2003,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-10-21,0.785, 2003,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-11-01,0.758, 2003,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-11-11,0.604, 2003,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-11-21,0.547, 2003,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-12-01,0.591, 2003,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-12-11,0.552, 2003,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2003-12-21,0.384, 2003,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2004-01-01,0.361, 2004,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2004-01-11,0.476, 2004,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2633,Riyad,2004-01-21,0.535, 2004,01,3, ,FAO-ASIS
